cond,a_tot,i_tot,c_tot,mfqA1,mfqA2,mfqA3,mfqA4,mfqA5,mfqA6,mfqA7,mfqA8,mfqA9,mfqA10,mfqA11,mfqA12,mfqA13,mfqA14,mfqA15,mfqA16,mfqA17,mfqA18,mfqA19,mfqA20,mfqA21,mfqA22,mfqA23,mfqA24,mfqA25,mfqA26,mfqA27,mfqA28,mfqA29,mfqA30,mfqA31,mfqB1,mfqB2,mfqB3,mfqB4,mfqB5,mfqB6,mfqB7,mfqB8,mfqB9,mfqB10,mfqB11,mfqB12,mfqB13,mfqB14,mfqB15,mfqB16,mfqB17,mfqB18,mfqB19,mfqB20,mfqB21,mfqB22,mfqB23,mfqB24,mfqB25,mfqB26,mfqB27,mfqB28,mfqB29,mfqB30,mfqB31,mfqB32,mfqB33,mfqB34,mfqB35,mfqB36,mfqB37,rf1,rf2,rf3,rf4,rf5,rf6,rf7,rf8,rf9,rf10,rf11,rf12,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,ie1,ie2,ie3,ie4,ie5,ie6,ie7,ie8,ie9,ie10,ie11,ie12,ie13,ie14,ie15,ie16,ie17,ie18,ie19,ie20,sex,age,race,race_text,ses,income,edu,big,relaff,relaff_text,if_rel,pray,relserv,relint,for_policy,eco_policy,soc_policy,rel_policy,polaff,purpose,Study for how life is associated to God,task_related,tr_explain,task_affect,ta_explain,sut_susp,ss_explain,sut_theme,st_explain,goal,goal_explain,random,random,LocationLatitude,LocationLongitude,India,other,us
2,,1,,2,4,5,3,5,5,5,4,4,4,4,4,5,4,4,4,6,6,4,6,5,5,5,5,5,4,3,4,4,6,5,5,4,3,4,4,4,3,5,4,5,4,5,3,3,3,4,3,3,4,4,4,3,3,4,4,5,5,4,4,3,4,3,5,4,4,5,1,8,4,4,6,5,5,6,4,9,8,5,4,4,4,5,4,4,7,6,5,4,4,4,5,7,5,7,8,8,6,5,8,4,7,5,4,7,7,4,4,4,7,5,8,2,38,2,,3,5,4,1,2,,4,6,5,7,3,3,3,5,4,"to explore the relationship between different personality characteristics, values, and attitudes.",personal belief,2,,2,,2,,2,,2,,854,854,10.51669312,76.21670532,1,,0
1,1,,,5,5,4,5,2,2,2,1,3,5,6,5,6,5,2,2,2,6,3,5,5,4,5,5,4,6,5,5,5,4,5,5,6,5,5,5,6,5,5,5,6,5,5,5,4,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,2,3,5,5,5,5,6,7,7,8,7,8,6,8,8,3,2,5,4,7,8,7,2,7,3,6,8,8,7,2,8,8,8,6,8,6,8,7,8,9,8,7,8,8,7,6,7,8,8,7,8,2,26,2,,2,3,4,1,4,,5,5,4,9,6,7,6,6,4,Attitudes and beliefs in God,God beliefs on different kinds of people,2,,2,,2,None,2,,2,,855,855,13.08329773,80.28329468,1,,0
0,,,1,5,4,4,5,4,5,4,5,5,4,6,3,4,4,4,5,5,6,5,5,6,6,6,4,6,6,6,6,6,6,6,5,6,6,5,6,6,5,5,6,5,6,4,5,3,3,6,6,6,5,3,5,6,6,6,6,5,6,6,5,4,5,6,5,4,5,5,5,7,5,5,9,7,7,7,4,7,9,8,9,9,5,7,4,5,7,7,5,7,7,8,5,9,2,5,5,8,7,2,4,3,3,8,5,1,1,2,7,6,5,7,8,2,30,2,,3,2,5,3,2,,1,2,2,2,2,2,1,1,7,To find out the religious belief of the individual and social responsibility,about religious belief in each individual,2,,2,,2,,1,It formed a sentence and meaning for it. ,2,,860,860,18.9750061,72.82580566,1,,0
1,1,,,1,1,2,4,6,6,5,4,6,5,2,2,6,6,5,5,1,3,5,6,1,5,5,3,3,4,1,3,4,5,4,4,5,4,4,5,4,4,3,5,2,4,2,5,2,2,4,6,2,4,3,3,1,2,6,2,2,5,4,5,3,5,6,4,5,4,5,3,1,9,1,9,1,1,1,1,1,9,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,5,,3,5,3,2,8,,1,1,1,2,6,6,3,2,5,religion and other decisions,values,2,,2,,2,,2,,2,,864,864,33.71099854,-118.0438004,0,,1
0,,,1,6,4,5,6,4,6,5,6,6,4,6,5,6,6,5,6,6,6,3,6,6,6,6,6,5,6,6,6,4,6,6,6,3,3,2,5,6,6,4,6,2,4,4,3,1,6,1,3,5,6,3,6,3,2,6,4,3,6,6,6,5,6,6,4,6,3,6,6,9,4,6,9,8,7,9,5,9,8,5,9,9,6,4,8,8,9,6,9,8,8,5,6,9,5,9,5,9,6,6,9,9,9,6,2,7,8,3,8,5,8,8,9,1,35,2,,3,1,4,1,4,,1,5,5,6,5,5,6,6,4,"To know different personality characteristics, values, and attitudes.","The study us about relationship between different personality characteristics, values, and attitudes.",2,,2,,2,,2,,1,To do it honestly. ,869,869,13.08329773,80.28329468,1,,0
2,,1,,4,4,3,4,2,4,2,3,4,4,2,3,5,4,3,3,4,1,3,5,5,5,6,5,5,6,6,5,5,5,5,2,4,4,5,2,2,2,4,5,4,5,3,5,3,4,4,4,5,5,5,6,5,5,4,5,5,5,5,5,4,5,5,5,4,5,4,5,6,3,7,9,8,9,5,6,2,3,7,3,4,4,4,6,2,2,6,5,7,2,2,2,8,6,4,4,6,6,6,4,5,7,6,6,5,6,4,4,5,5,5,6,1,37,2,,4,1,4,1,4,,2,4,3,5,6,4,4,4,4,to know about the religious activity of the people,"people opnion about religion, god and holy book of religion",2,,2,,2,,2,,2,,873,873,13.08329773,80.28329468,1,,0
2,,1,,5,3,5,5,2,5,3,2,4,5,6,3,3,4,2,4,5,6,4,6,6,6,5,5,6,6,5,6,5,6,6,5,5,5,4,3,4,4,4,6,6,5,5,5,4,2,3,5,5,4,4,6,5,3,4,4,5,6,5,5,5,5,4,5,5,6,5,5,7,2,1,9,9,7,8,9,9,9,7,3,8,8,8,2,3,4,3,2,7,8,1,2,9,9,3,7,9,9,9,9,8,8,8,9,3,9,9,9,4,8,7,9,1,40,2,,2,5,4,1,4,,3,5,6,9,3,2,2,2,6,Believe in God.,I think it is a study about  our religious. thoughts and attitudes.,2,,2,,2,,2,,2,,875,875,,,1,,0
0,,,1,5,4,4,5,5,4,4,5,4,5,4,5,4,4,5,5,4,5,4,5,4,4,5,5,4,5,5,5,4,5,4,5,4,4,4,5,4,5,4,5,4,5,4,4,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,8,7,7,7,8,7,8,7,7,7,6,8,8,7,8,7,8,6,8,7,8,7,8,8,8,7,6,6,8,7,7,8,7,7,8,7,8,7,8,7,8,7,7,8,1,25,2,,3,1,4,1,4,,3,3,3,7,6,5,6,6,6,Good,good,2,,2,,2,,2,,2,,879,879,13.08329773,80.28329468,1,,0
2,,1,,1,6,4,3,5,5,6,2,5,6,4,6,6,6,6,2,6,5,4,3,5,2,5,3,5,6,1,6,6,6,3,2,1,5,5,6,6,6,4,5,5,2,2,6,1,1,3,5,1,1,5,2,4,1,5,3,1,5,5,6,5,4,2,2,6,4,3,6,7,2,9,8,8,1,1,4,1,1,1,1,1,1,1,1,6,9,5,1,1,1,1,1,1,9,6,9,3,4,9,6,4,9,1,1,9,9,9,1,1,9,9,6,2,50,5,,3,5,5,1,1,LDS,3,6,5,9,6,6,7,7,2,,,2,,2,,1,they were all religious in context,1,they had religious words,2,,880,880,40.49819946,-111.8435974,0,,1
2,,1,,3,2,1,3,2,5,2,2,5,3,5,5,3,3,2,5,3,3,5,6,5,5,4,5,3,6,2,5,5,6,6,5,5,5,5,5,5,5,5,5,3,5,3,5,2,3,1,4,5,5,2,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,6,5,5,5,5,6,5,6,5,7,6,5,5,5,7,6,4,6,6,7,6,5,6,5,5,5,5,6,5,6,5,6,6,5,5,6,5,6,5,6,5,5,2,27,2,,3,1,5,2,8,,1,1,1,1,5,4,5,4,4,Values and Attitudes of a person.,about believes of an individual.,2,,2,,2,,2,,2,,880,880,17.37530518,78.47439575,1,,0
2,,1,,5,4,5,4,5,4,5,3,3,3,2,3,4,4,3,5,4,5,4,4,4,4,5,5,3,5,5,1,3,4,4,5,4,5,6,2,2,4,3,5,3,4,4,2,4,4,5,3,5,4,4,5,6,5,4,4,4,6,4,4,5,4,4,3,3,4,4,4,8,5,6,7,8,5,6,8,9,6,7,8,8,6,7,7,6,7,9,9,8,8,9,9,9,9,7,7,8,8,8,9,9,9,9,9,9,9,9,9,8,9,9,9,1,32,2,,3,3,4,1,4,,5,5,2,9,5,5,6,6,4,About self realisation,Ya...It is good to have...,1,In my regular activities...,2,,2,,2,,2,,886,886,13.08329773,80.28329468,1,,0
1,1,,,5,5,5,2,5,4,5,5,3,5,4,3,3,4,5,4,2,4,3,5,5,5,4,2,3,5,2,4,3,5,6,4,3,4,5,4,4,4,5,5,4,4,4,4,3,1,4,4,6,3,2,6,6,5,5,3,4,5,5,5,5,4,5,4,3,4,4,4,6,6,6,6,6,7,7,7,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,2,31,2,,3,3,4,1,4,,4,4,1,8,4,4,4,4,4,to study peoples beliefs and relationships,to study peoples moral thinking and beliefs,1,first study was about what we think about peoples and second was about religion and belief.i think one persons religion affects his way of thinking.,2,,2,,2,,2,,894,894,13.08329773,80.28329468,1,,0
2,,1,,5,4,4,5,3,3,3,3,4,3,4,3,3,4,4,3,2,2,3,2,3,3,3,2,3,3,4,5,4,3,5,4,4,5,5,4,5,4,5,5,4,4,4,5,4,5,2,4,4,5,4,5,5,3,4,4,4,4,3,3,4,3,4,4,3,4,4,4,8,7,7,8,7,8,7,6,6,6,6,5,8,9,8,7,3,3,4,4,7,8,8,9,7,8,7,7,7,6,8,7,7,8,8,8,8,7,7,8,6,6,6,5,1,26,2,,2,3,5,1,4,,4,5,5,7,4,5,5,5,4,religious and pshycology study,religious and pshycology study,2,,2,,2,,2,,2,,896,896,20,77,1,,0
0,,,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,7,7,7,7,7,7,7,7,7,7,7,7,2,4,4,4,4,5,4,5,5,1,5,5,5,5,6,6,6,4,6,6,6,6,6,6,6,6,6,6,8,8,8,2,40,2,,3,2,4,1,1,CHRISTIAN ORTHODOX,4,6,5,7,5,5,5,5,6,To understand the views of people ,it is to find the emotions of people while considering their religious beliefs,1,The belief in something often makes man meaningful and confident in his studies,1,It helped to focus on my works,2,,2,,1,it helped me think about myself,897,897,9.983306885,76.28329468,1,,0
0,,,1,5,6,5,6,5,6,5,6,6,6,6,4,6,5,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,5,5,6,5,6,5,6,1,6,6,5,1,5,4,6,1,1,2,6,1,1,6,4,2,6,6,6,5,6,6,6,6,4,6,4,9,1,8,8,9,3,2,9,8,8,9,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,32,2,,3,4,5,1,2,,5,6,5,9,7,7,7,7,6,It is to know about my religious feelings and my own attitude.,It made an attempt to know my attitude towards my religion.,1,My religious thoughts and its impact on my attitude is tested.,2,,2,,2,,2,,903,903,9.516693115,77.63330078,1,,0
2,,1,,5,4,5,6,5,5,5,6,4,6,4,4,3,4,5,5,4,5,4,5,4,5,4,6,5,5,5,6,5,5,6,4,5,4,5,5,4,5,6,4,5,4,5,6,5,4,5,6,2,3,4,5,6,6,5,5,5,6,6,5,6,5,5,6,5,5,4,5,9,8,7,6,9,8,7,6,7,8,9,8,9,8,7,8,9,8,8,7,9,8,7,6,7,8,7,6,7,8,7,9,8,7,6,5,6,7,9,8,7,6,7,7,2,30,2,,3,2,4,1,4,,3,3,3,7,5,6,7,6,5,,YA GOOD IN STUDY IN MY LIFE IN GOOD WORK IN MY LIFE ,1,"PLEASE WHAT WAS YOU THINK WERE RELAED IN MY LIFE  WHAT IN MY KIFE IN SCHOOL LIFE IN SEX WITH 13 OLD IN MY 
LIFE MY FAVARAT ",1,,1,,2,,2,,904,904,13.08329773,80.28329468,1,,0
1,1,,,5,5,3,4,2,5,2,2,3,2,5,3,2,2,2,3,4,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,4,5,5,4,4,4,3,2,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,5,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,7,7,7,8,7,7,8,8,8,8,2,36,2,,3,4,4,1,4,,3,5,6,8,4,4,4,6,4,VALUES AND ATTITUDES OF PEOPLE TOWARDS SOCIAL SITUATION ,"RELIGIOUS ASPECT, PEOPLE VALUES TOWARDS RELIGION",2,,2,,1,ALL RELATED TO RELIGION ,2,,1,TO GIVE BEST ,912,912,11.06669617,76.06671143,1,,0
2,,1,,5,4,2,6,2,3,4,3,5,4,3,4,2,4,5,4,5,6,4,5,6,5,5,5,4,6,5,5,6,6,6,5,4,5,6,5,4,5,6,4,5,5,4,5,4,5,3,5,4,5,4,4,5,5,4,5,6,4,5,4,5,4,4,6,4,5,4,5,7,8,9,8,6,7,7,8,5,7,7,8,8,7,8,9,7,6,7,7,9,7,8,6,6,7,4,5,7,7,9,5,8,7,8,8,6,7,6,7,7,8,9,9,2,24,2,,2,2,4,1,2,,2,5,5,9,6,7,6,7,2,attitude with several policies,This study makes me to find many opinions about many attitudes,2,,2,,2,,2,,2,,912,912,17.68330383,75.91670227,1,,0
2,,1,,3,6,1,6,1,2,1,1,6,1,6,1,1,1,1,6,1,6,6,1,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,9,1,1,1,1,1,5,9,9,1,9,1,1,1,1,1,1,1,9,9,9,9,9,9,1,9,7,,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,40,2,,2,3,4,1,4,,4,5,5,8,5,5,5,5,5,people opinion about religion,,2,,2,,2,,2,,2,,913,913,9.933303833,78.11669922,1,,0
2,,1,,5,4,3,5,5,4,5,5,5,5,4,5,5,2,4,2,3,6,4,4,6,5,3,5,4,6,4,4,5,6,5,4,5,5,3,5,4,5,3,5,3,5,4,5,3,2,5,4,5,6,4,5,4,5,5,4,5,6,5,6,4,3,4,5,6,5,3,5,9,3,8,6,7,8,4,7,4,8,7,8,8,3,8,7,8,6,1,6,7,9,3,7,8,6,8,9,8,7,8,8,9,7,7,8,7,8,7,9,8,8,6,9,1,23,2,,3,1,4,1,4,,5,5,5,9,6,3,4,2,2,About religious believe ,To study human believe towards god,2,,2,,2,,2,,2,,918,918,13.08329773,80.28329468,1,,0
2,,1,,4,3,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,3,4,3,4,4,4,5,5,5,5,5,5,4,4,3,4,4,4,2,4,5,4,4,3,3,5,4,5,4,5,4,3,4,4,5,4,6,5,5,5,4,5,5,5,4,5,5,5,4,6,6,5,5,5,5,5,5,5,6,5,5,7,6,6,5,5,6,6,5,5,4,5,5,6,6,5,5,5,5,5,5,5,5,6,5,5,6,5,6,5,5,5,5,2,28,2,,4,1,2,1,2,,3,3,3,7,5,5,5,5,3,,,2,,2,,2,,2,,2,,920,920,13.08329773,80.28329468,1,,0
2,,1,,2,2,5,5,4,4,4,3,5,5,3,4,4,4,5,6,5,6,4,4,5,5,5,5,5,6,4,6,4,6,6,5,5,5,3,5,4,3,5,5,3,6,2,3,2,5,5,5,5,6,4,4,6,5,4,6,5,6,5,5,4,6,4,5,5,4,4,5,5,7,7,7,6,7,7,7,5,5,6,6,7,3,7,7,7,7,3,7,7,6,6,7,8,3,8,5,5,6,6,5,4,2,2,4,2,2,2,3,4,6,6,7,1,30,2,,3,2,5,2,4,,1,1,1,4,2,2,2,4,4,To understand people's religious and psychological views,It is trying to study people's mindset and attitude towards social and religious beliefs.,2,,2,,2,,2,,2,,920,920,,,1,,0
2,,1,,1,5,5,5,6,5,5,6,5,5,5,5,5,5,5,6,6,6,6,5,6,6,5,5,5,3,6,6,6,6,6,2,5,5,5,5,5,4,5,6,1,6,1,4,2,2,2,6,6,6,2,6,2,5,4,6,5,6,5,5,5,5,5,6,6,6,5,2,1,1,1,1,1,1,1,1,1,9,1,9,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,,3,4,4,2,8,,1,1,1,1,2,2,2,2,6,survey about people's attitudes and opinions on different topics., Values and Attitudes of people regarding the society and religion,2,,2,,2,,2,,2,,921,921,22.56970215,88.36968994,1,,0
1,1,,,1,6,2,2,6,6,4,3,4,1,5,5,6,5,3,4,2,5,6,6,4,6,6,2,1,6,4,5,1,6,6,4,2,2,3,4,5,4,4,6,1,5,2,3,1,1,5,6,3,6,3,6,3,2,5,4,2,6,3,2,6,4,2,3,6,5,4,4,7,2,9,3,9,5,3,4,1,3,9,7,6,3,5,4,5,9,2,6,6,2,1,2,2,6,6,9,7,8,9,6,3,7,1,4,1,9,1,2,9,9,9,7,2,43,6,biracial,3,5,4,1,1,Methodist,4,6,5,7,5,5,5,7,3,How religion and moral values connect?,Values.,1,The moral questions came before the religious ones. How   you answer one and then the other differently (if you are confused between those two).,1,You would respond something in some way (to sound good) and the same thing 2 minutes after would sound opposite because you are not telling the truth.,1,"Yes! They do not ""really"" fit together. Was difficult not to sound crazy.",2,,1,To tell things the way I would not tell my pastor.,922,922,39.8677063,-75.09069824,0,,1
1,1,,,1,1,2,2,6,6,5,1,6,1,4,4,6,6,6,1,1,3,6,4,1,6,4,3,2,2,5,4,2,6,4,5,4,6,6,6,6,5,4,6,1,6,4,2,4,2,1,4,5,6,2,6,4,5,3,5,5,4,6,3,2,2,6,4,6,1,6,3,1,9,1,9,1,1,9,1,9,9,1,9,5,1,5,5,5,9,1,1,1,1,5,5,5,1,9,1,1,6,1,1,5,5,5,5,1,1,1,5,5,1,5,5,2,32,5,,3,4,4,2,9,,1,1,1,2,1,1,1,1,7,To understand how I view religion and the world. ,I'm not sure.,2,,2,,2,,2,,1,I wanted to show that I'm not religious.,924,924,45.52340698,-122.6762009,0,,1
0,,,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,5,6,5,2,4,6,5,6,4,5,5,4,4,5,5,5,5,5,5,6,3,6,3,6,1,4,3,5,6,4,3,5,5,4,4,2,4,5,5,4,6,3,6,3,5,4,5,5,5,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,8,7,4,7,7,7,7,5,6,4,4,6,6,6,6,6,6,4,4,4,4,5,6,6,2,35,3,,4,4,3,1,2,,2,3,2,4,4,4,4,4,3,my views and thoughts on religion,reiligious opinions and views,1,Religion,2,,1,One word never fit,2,,2,,930,930,25.82980347,-80.28630066,0,,1
1,1,,,1,5,3,3,6,6,4,2,3,4,2,3,5,3,4,3,5,2,5,5,6,4,6,2,3,5,1,6,5,6,4,2,3,3,4,4,5,5,3,4,2,4,1,5,1,1,2,5,6,4,6,2,5,1,6,1,1,6,5,6,6,1,5,2,3,4,4,5,8,7,7,8,5,1,7,1,4,4,6,9,2,1,5,2,2,9,6,6,2,3,1,1,2,8,8,2,6,4,8,7,1,9,1,1,9,4,6,4,1,8,5,1,2,44,5,,4,2,4,1,1,,3,6,2,7,6,7,6,6,2,to study one's beliefs and attitudes,how beliefs influence views of right and wrong,2,,2,,2,,1,religious theme,2,,932,932,17.37530518,78.47439575,1,,0
2,,1,,5,5,4,5,1,1,1,1,3,5,6,5,2,3,1,5,2,6,5,5,6,5,6,5,2,6,2,6,6,5,6,4,5,5,5,5,5,5,4,5,4,5,6,5,1,2,5,5,5,4,5,6,3,4,5,5,5,5,6,4,5,6,5,5,5,5,6,4,7,8,7,5,4,6,2,7,8,6,7,8,8,4,8,8,6,8,8,8,8,8,9,8,9,8,7,8,6,6,8,8,7,8,8,5,6,4,3,6,7,8,7,5,2,27,2,,3,1,5,1,6,,4,5,3,8,2,1,2,3,6,People attitudes on different aspects of society,"People way of thinking on social, personal issues",2,,2,,2,,2,,2,,932,932,26.60249329,-81.62329865,0,,1
0,,,1,5,5,6,4,3,4,3,3,4,3,4,5,5,5,3,3,4,5,4,5,6,5,5,3,4,5,6,3,4,4,5,5,6,4,5,6,5,6,4,4,5,6,5,2,3,4,5,3,5,3,5,5,5,4,6,5,5,6,4,5,6,5,4,4,5,6,5,6,5,6,7,7,9,8,7,8,7,8,9,8,9,8,9,8,7,7,8,9,8,6,6,5,6,7,8,9,8,7,7,6,6,7,7,6,8,8,9,7,8,8,9,7,1,21,2,,3,1,4,1,4,,5,4,3,7,3,3,2,6,2,attitude base,easy,2,,2,,2,,2,,2,,933,933,28.6000061,77.20001221,1,,0
1,1,,,4,4,3,5,4,3,4,4,5,3,4,4,3,4,4,3,3,4,3,3,4,4,3,4,5,5,4,5,4,4,5,5,4,4,5,5,6,4,4,4,3,3,5,4,3,5,4,4,5,4,4,5,4,5,5,4,4,4,5,4,4,5,5,3,4,4,5,5,7,4,4,5,4,4,6,4,5,4,4,5,7,8,8,7,6,8,7,7,8,7,7,7,8,7,8,8,6,7,7,7,8,8,8,6,8,6,7,7,6,8,8,6,1,23,2,,2,5,5,3,2,,3,3,3,5,5,6,6,5,3,Ideas and perception about life.,Life experiences.,2,,2,,2,,2,,2,,935,935,9.583297729,76.51669312,1,,0
0,,,1,4,4,4,4,3,2,2,2,2,4,4,3,3,4,3,3,2,3,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,6,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,6,6,6,6,6,6,6,6,7,6,6,5,6,5,6,6,5,6,6,5,5,6,5,6,6,6,6,5,6,6,6,6,5,5,5,6,6,6,5,6,6,5,6,6,1,41,2,,3,4,4,1,4,,3,4,5,6,3,4,3,3,6,ABOUT PEOPLE'S OPINIONS ABOUT VARIOUS ISSUES AND RELIGIOUS MANNER,NEUTRAL IN ANYTHING,2,,2,,2,,2,,2,,935,935,13.08329773,80.28329468,1,,0
1,1,,,1,6,5,6,5,1,5,2,5,6,5,6,6,6,6,5,6,1,5,5,4,6,5,4,5,6,1,6,6,6,6,1,6,6,1,6,6,6,6,6,1,1,1,6,1,1,5,6,6,3,6,1,6,1,6,2,1,6,2,6,6,2,6,1,6,6,4,6,4,6,5,6,2,5,6,4,5,5,6,6,4,5,5,5,5,8,4,4,4,4,4,6,5,4,6,3,5,3,6,4,4,6,4,2,5,4,6,1,3,6,6,5,1,71,5,,4,4,3,1,1,,3,2,2,5,7,6,7,4,2,I don't know,I don't know,2,N/A,2,N/A,2,N/A,2,N/A,2,N/A,942,942,12.98330688,77.58331299,1,,0
2,,1,,3,5,4,5,4,5,4,5,5,3,5,5,4,5,5,6,6,6,6,6,6,6,6,6,5,6,1,6,6,6,6,5,6,5,6,5,4,5,2,5,6,5,4,4,3,1,5,4,3,6,4,3,1,4,4,6,5,5,5,6,5,6,5,6,6,4,5,5,8,1,8,9,8,7,9,9,6,7,9,1,8,9,8,8,7,8,1,8,8,9,1,5,9,9,9,9,9,9,9,7,8,8,1,7,8,8,8,8,9,9,8,9,1,26,2,,2,1,4,1,4,,5,6,6,9,5,6,7,7,3,"The Purpose of this study is that, people feel toward various social situations.",This experiment was trying to study the value and attitudes in various situations and religious activities.,1,"Yes, especially in religious activities, it is completely related to me. Some of the Questions are my Inner heart questions like satan vs God, And innocent person Vs criminal. etc..",2,,2,,2,,2,,942,942,45.15960693,-85.28450012,0,,1
2,,1,,5,4,4,5,5,3,4,5,4,4,3,4,5,4,4,5,4,6,4,5,4,3,4,4,5,6,4,5,4,4,5,5,4,3,4,5,4,3,4,5,4,3,4,5,4,5,4,3,5,4,3,4,5,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,7,5,6,7,7,8,5,6,7,5,6,7,7,5,6,7,8,7,5,6,7,8,7,6,7,8,7,5,6,7,7,7,5,6,7,8,8,8,6,7,8,5,6,7,1,25,2,,3,3,5,1,4,,4,3,2,7,5,6,5,4,4,taking opinion,taking opinion,2,,2,,2,,2,,2,,948,948,17.37530518,78.47439575,1,,0
2,,1,,3,2,4,2,4,4,5,4,5,5,4,3,4,3,4,3,3,1,3,2,4,3,4,3,3,6,4,5,4,6,6,4,2,3,4,5,5,3,5,6,3,6,1,4,4,4,1,2,6,4,2,3,6,1,3,1,3,5,5,2,4,5,4,1,3,2,5,4,5,6,4,6,6,4,6,6,6,6,6,7,4,5,4,4,4,5,6,6,5,4,6,5,6,3,6,4,6,6,4,9,6,6,9,5,4,1,4,6,6,3,2,7,2,30,2,,2,1,5,1,4,,4,6,4,6,4,6,7,2,3,To know the effects of religious belief.,Human intelence ,2,NO,2,,1,"
There are words that have no meaning with the sentanc.",2,,2,,949,949,9.966705322,76.23330688,1,,0
0,,,1,2,3,5,4,5,5,6,5,5,5,4,5,6,5,5,4,2,3,4,5,4,5,3,3,3,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,2,5,3,5,3,3,4,3,3,5,3,3,3,3,4,5,3,4,4,3,4,4,5,4,5,4,5,3,2,8,1,9,2,2,9,1,8,8,1,9,7,8,8,3,2,5,2,7,7,7,2,3,2,8,8,2,6,1,1,3,3,6,2,1,2,4,1,2,3,1,2,6,1,59,2,,3,2,5,2,9,,1,4,1,3,2,2,2,1,5,To understand personal views on various things like religion,Personal beliefs about morals and if religion affects it,2,,2,,2,,2,,2,,952,952,12.98330688,77.58331299,1,,0
0,,,1,2,6,4,5,5,5,5,4,2,6,6,6,5,5,5,4,6,6,4,6,6,5,4,6,6,6,5,6,6,6,6,4,4,6,6,5,5,5,4,6,4,5,1,4,1,2,4,6,6,5,5,4,4,3,6,6,4,6,6,4,4,4,6,2,6,3,6,6,9,1,9,9,8,9,6,9,1,1,9,1,9,6,9,1,4,6,6,7,6,6,1,4,1,8,1,5,7,9,8,9,9,9,1,5,9,9,9,5,9,9,9,9,2,25,2,,3,3,5,1,1,,5,6,6,9,2,3,4,7,4,Man's understanding of God and evil.,"To understand one's behavior, emotions and relationships with God.",1,"Human behavior, ideas and beliefs are controlled by the religion.",2,,2,,2,,1,Always I believe in good work and deeds.  Bad work and deeds are not acceptable.,956,956,11.23330688,78.16668701,1,,0
0,,,1,1,6,5,2,2,4,5,4,2,5,4,4,2,5,5,5,4,6,6,5,6,6,5,5,5,5,2,5,4,5,5,3,3,3,3,3,3,2,4,5,2,5,3,3,2,3,3,5,3,5,2,5,2,4,5,5,5,5,5,5,3,4,4,4,6,4,5,5,7,2,8,2,5,5,2,5,2,2,5,5,4,4,5,6,5,5,3,5,6,4,5,5,7,7,4,2,4,5,4,5,4,5,5,4,7,5,7,5,4,7,7,7,1,52,2,,3,2,5,1,1,,4,6,6,7,5,4,3,2,6,To study Values and Attitudes,Values and Attitudes,2,,2,,2,,2,,2,,965,965,13.08329773,80.28329468,1,,0
